         45710 function calls (45094 primitive calls) in 22.515 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       80    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       30    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\cookies.py:35(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:182(close)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
      214    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\_collections.py:302(add)
       21    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\cookies.py:521(cookiejar_from_dict)
      475    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\structures.py:46(__setitem__)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:838(select_proxy)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:100(push)
      424    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\structures.py:51(__getitem__)
       50    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\openai\openai_object.py:14(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
       40    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\message.py:529(get_all)
       23    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\parser.py:446(parse_block_mapping_value)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\copy.py:61(copy)
      110    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py:299(loads)
       90    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:164(hostname)
  641/639    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\scanner.py:668(fetch_plain)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py:183(dumps)
      253    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\_collections.py:259(__getitem__)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\openai\api_resources\abstract\engine_api_resource.py:63(__prepare_create_request)
        5    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\parser.py:427(parse_block_mapping_key)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:141(__exit__)
       30    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
1999/1982    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      400    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\openai\openai_object.py:48(__setattr__)
       30    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\message.py:620(get_content_maintype)
        4    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:949(set_ok)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\adapters.py:546(request_url)
    96/30    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\json\encoder.py:183(encode)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\json\decoder.py:332(decode)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\client.py:430(close)
    96/30    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        8    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\scanner.py:1270(scan_plain)
       70    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:1034(check_header_validity)
       39    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
      696    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
   195/87    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1227(deepvalues)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\poolmanager.py:95(_default_key_normalizer)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\client.py:261(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:735(_error_catcher)
       78    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:674(formatMessage)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\response.py:40(assert_header_parsing)
      980    0.000    0.000    0.000    0.000 <frozen os>:732(__iter__)
       23    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:1138(_handle_chunk)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\url.py:351(_encode_target)
       31    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1261(__init__)
     1147    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       38    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      244    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:77(readline)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\openai\api_requestor.py:82(_make_session)
       49    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:137(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\structures.py:76(copy)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py:2702(getproxies_registry)
      197    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:119(_coerce_args)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:635(release_conn)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:315(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\connection.py:15(is_connection_dropped)
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:969(parse)
       69    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:350(expanduser)
       78    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:462(format)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\json\encoder.py:205(iterencode)
      140    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:1045(_validate_header_part)
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\connection.py:299(is_connected)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\socket.py:304(makefile)
       69    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
      117    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
      610    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:446(_init_decoder)
        3    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1188(domain_return_ok)
      552    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\json\decoder.py:343(raw_decode)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\connectionpool.py:296(_put_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:466(parse_ns_headers)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\url.py:303(_normalize_host)
      288    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\utils.py:51(_has_surrogates)
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\parser.py:273(parse_node)
       46    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\client.py:633(_safe_read)
      323    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\wait.py:113(wait_for_read)
      4/2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:452(_parse_sub)
      489    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\sessions.py:390(__init__)
       39    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\adapters.py:396(build_connection_pool_key_attributes)
      100    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:205(_hostinfo)
       78    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:455(_format)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
      410    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       13    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:647(request_path)
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:573(_code)
      156    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:968(acquire)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\message.py:243(get_payload)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\adapters.py:90(_urllib3_request_context)
       27    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:855(quote)
        8    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\parser.py:270(parse_block_node_or_indentless_sequence)
       99    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\connection.py:400(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\models.py:588(prepare_auth)
       20    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      110    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
      670    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\parser.py:139(parse_implicit_document_start)
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1214(path_return_ok)
      214    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\message.py:511(set_raw)
        4    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1578(_cookies_from_attrs_set)
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
        9    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\wait.py:33(select_wait_for_socket)
      4/2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:512(_parse)
       78    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:668(usesTime)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\loader.py:33(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1734(clear_expired_cookies)
      109    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\models.py:494(prepare_body)
      348    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\sessions.py:159(resolve_redirects)
      112    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\cookies.py:349(set_cookie)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
      115    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\scanner.py:145(need_more_tokens)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:1018(get_auth_from_url)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\url.py:263(_remove_path_dot_segments)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:660(requote_uri)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\typing.py:392(inner)
       17    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:677(escape_path)
       31    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\timeout.py:109(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\models.py:106(_encode_params)
       34    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:209(_get_decoder)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:550(domain_match)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\cookies.py:94(origin_req_host)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\connectionpool.py:348(_get_timeout)
       18    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\copy.py:247(_reconstruct)
      408    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\client.py:425(_close_conn)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1297(_cookie_attrs)
      332    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:509(urlunparse)
      252    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF8719358F0}
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\constructor.py:54(construct_document)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\cookies.py:46(get_origin_req_host)
      156    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:975(release)
        4    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1486(_cookie_from_cookie_tuple)
        3    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\adapters.py:202(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:774(get_proxy)
       27    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:931(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:232(http2time)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\queue.py:154(get)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\reader.py:59(__init__)
      221    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       39    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\encodings\cp1252.py:18(encode)
       78    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:447(usesTime)
       10    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      224    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\url.py:100(__new__)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:691(reach)
       78    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:383(getMessage)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       42    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1517(debug)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\models.py:630(prepare_hooks)
       22    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\cookies.py:43(get_host)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\timeout.py:188(clone)
      244    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\constructor.py:410(construct_yaml_map)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:117(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\utils.py:539(get_encoding_from_headers)
       20    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\openai\api_resources\abstract\api_resource.py:162(_get_api_type_and_version)
      141    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\util.py:19(to_str)
       23    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\util\request.py:189(body_to_chunks)
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:511(_compile_info)
       66    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:535(is_HDN)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\constructor.py:215(construct_mapping)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\reader.py:122(determine_encoding)
      151    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      366    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:495(_flush_decoder)
       40    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\message.py:29(_splitparam)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:52(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\response.py:679(_init_length)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\encodings\__init__.py:71(search_function)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\client.py:396(_check_close)
       50    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\structures.py:57(__iter__)
      228    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       81    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1790(isEnabledFor)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\models.py:207(register_hook)
       12    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\scanner.py:1311(scan_plain_spaces)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\models.py:572(prepare_content_length)
      606    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\socket.py:783(close)
       99    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1015(set_ok_domain)
      253    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      198    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\urllib3\connection.py:353(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\requests\sessions.py:107(get_redirect_target)
       39    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:170(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:150(_str2time)
       39    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
      109    0.000    0.000    0.000    0.000 C:\Users\kayne\AppData\Local\Programs\Python\Python312\Lib\http\client.py:1064(_output)
       10    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\openai\api_resources\abstract\engine_api_resource.py:21(class_url)
        1    0.000    0.000    0.000    0.000 C:\Users\kayne\PycharmProjects\Hermod\.venv\Lib\site-packages\yaml\constructor.py:132(construct_mapping)
       20    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x0000025DE66ED940}
